file	RefSeq_assembly_accession	species_taxid	organism_name	infraspecific_name	species	genus	family	order	class	phylum	superkingdom
GCF_001506485.1_ASM150648v1_genomic.gbff	GCF_001506485.1	197	Campylobacter jejuni	strain=CJ677CC532	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506505.1_ASM150650v1_genomic.gbff	GCF_001506505.1	197	Campylobacter jejuni	strain=CJ677CC529	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506525.1_ASM150652v1_genomic.gbff	GCF_001506525.1	197	Campylobacter jejuni	strain=CJ677CC531	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506545.1_ASM150654v1_genomic.gbff	GCF_001506545.1	197	Campylobacter jejuni	strain=CJ677CC062	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506565.1_ASM150656v1_genomic.gbff	GCF_001506565.1	197	Campylobacter jejuni	strain=CJ677CC059	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506585.1_ASM150658v1_genomic.gbff	GCF_001506585.1	197	Campylobacter jejuni	strain=CJ677CC032	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506605.1_ASM150660v1_genomic.gbff	GCF_001506605.1	197	Campylobacter jejuni	strain=CJ677CC033	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506625.1_ASM150662v1_genomic.gbff	GCF_001506625.1	197	Campylobacter jejuni	strain=CJ677CC537	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506645.1_ASM150664v1_genomic.gbff	GCF_001506645.1	197	Campylobacter jejuni	strain=CJ677CC542	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506665.1_ASM150666v1_genomic.gbff	GCF_001506665.1	197	Campylobacter jejuni	strain=CJ677CC528	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506685.1_ASM150668v1_genomic.gbff	GCF_001506685.1	197	Campylobacter jejuni	strain=CJ677CC538	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506705.1_ASM150670v1_genomic.gbff	GCF_001506705.1	197	Campylobacter jejuni	strain=CJ677CC520	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506725.1_ASM150672v1_genomic.gbff	GCF_001506725.1	197	Campylobacter jejuni	strain=CJ677CC014	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506745.1_ASM150674v1_genomic.gbff	GCF_001506745.1	197	Campylobacter jejuni	strain=CJ677CC039	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506765.1_ASM150676v1_genomic.gbff	GCF_001506765.1	197	Campylobacter jejuni	strain=CJ677CC085	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506785.1_ASM150678v1_genomic.gbff	GCF_001506785.1	197	Campylobacter jejuni	strain=CJ677CC052	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506805.1_ASM150680v1_genomic.gbff	GCF_001506805.1	197	Campylobacter jejuni	strain=CJ677CC527	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506825.1_ASM150682v1_genomic.gbff	GCF_001506825.1	197	Campylobacter jejuni	strain=CJ677CC078	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506845.1_ASM150684v1_genomic.gbff	GCF_001506845.1	197	Campylobacter jejuni	strain=CJ677CC523	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506865.1_ASM150686v1_genomic.gbff	GCF_001506865.1	197	Campylobacter jejuni	strain=CJ677CC540	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506885.1_ASM150688v1_genomic.gbff	GCF_001506885.1	197	Campylobacter jejuni	strain=CJ677CC040	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506905.1_ASM150690v1_genomic.gbff	GCF_001506905.1	197	Campylobacter jejuni	strain=CJ677CC061	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506925.1_ASM150692v1_genomic.gbff	GCF_001506925.1	197	Campylobacter jejuni	strain=CJ677CC539	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506945.1_ASM150694v1_genomic.gbff	GCF_001506945.1	197	Campylobacter jejuni	strain=CJ677CC533	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506965.1_ASM150696v1_genomic.gbff	GCF_001506965.1	197	Campylobacter jejuni	strain=CJ677CC047	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001506985.1_ASM150698v1_genomic.gbff	GCF_001506985.1	197	Campylobacter jejuni	strain=CJ677CC058	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507005.1_ASM150700v1_genomic.gbff	GCF_001507005.1	197	Campylobacter jejuni	strain=CJ677CC013	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507025.1_ASM150702v1_genomic.gbff	GCF_001507025.1	197	Campylobacter jejuni	strain=CJ677CC100	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507045.1_ASM150704v1_genomic.gbff	GCF_001507045.1	197	Campylobacter jejuni	strain=CJ677CC522	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507065.1_ASM150706v1_genomic.gbff	GCF_001507065.1	197	Campylobacter jejuni	strain=CJ677CC094	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507085.1_ASM150708v1_genomic.gbff	GCF_001507085.1	197	Campylobacter jejuni	strain=CJ677CC008	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507105.1_ASM150710v1_genomic.gbff	GCF_001507105.1	197	Campylobacter jejuni	strain=CJ677CC541	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507125.1_ASM150712v1_genomic.gbff	GCF_001507125.1	197	Campylobacter jejuni	strain=CJ677CC024	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507145.1_ASM150714v1_genomic.gbff	GCF_001507145.1	197	Campylobacter jejuni	strain=CJ677CC064	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507165.1_ASM150716v1_genomic.gbff	GCF_001507165.1	197	Campylobacter jejuni	strain=CJ677CC525	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507185.1_ASM150718v1_genomic.gbff	GCF_001507185.1	197	Campylobacter jejuni	strain=CJ677CC026	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507205.1_ASM150720v1_genomic.gbff	GCF_001507205.1	197	Campylobacter jejuni	strain=CJ677CC034	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507225.1_ASM150722v1_genomic.gbff	GCF_001507225.1	197	Campylobacter jejuni	strain=CJ677CC086	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507245.1_ASM150724v1_genomic.gbff	GCF_001507245.1	197	Campylobacter jejuni	strain=CJ677CC095	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507265.1_ASM150726v1_genomic.gbff	GCF_001507265.1	197	Campylobacter jejuni	strain=CJ677CC012	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001507645.1_ASM150764v1_genomic.gbff	GCF_001507645.1	1411621	Hymenobacter sedentarius	strain=DG5B	Hymenobacter sedentarius	Hymenobacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria
GCF_001564455.1_ASM156445v1_genomic.gbff	GCF_001564455.1	1702221	Faecalibaculum rodentium	strain=ALO17	Faecalibaculum rodentium	Faecalibaculum	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
GCF_001587035.1_ASM158703v1_genomic.gbff	GCF_001587035.1	197	Campylobacter jejuni	strain=WP2202	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001587115.1_ASM158711v1_genomic.gbff	GCF_001587115.1	1352	Enterococcus faecium	strain=UW8175	Enterococcus faecium	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
GCF_001865415.1_ASM186541v1_genomic.gbff	GCF_001865415.1	197	Campylobacter jejuni	strain=TS1218	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001865435.1_ASM186543v1_genomic.gbff	GCF_001865435.1	197	Campylobacter jejuni	strain=IF1100	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001865455.1_ASM186545v1_genomic.gbff	GCF_001865455.1	195	Campylobacter coli	strain=YF2105	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001870105.1_ASM187010v1_genomic.gbff	GCF_001870105.1	197	Campylobacter jejuni	strain=ZP3204	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001870145.1_ASM187014v1_genomic.gbff	GCF_001870145.1	1773	Mycobacterium tuberculosis	strain=TB282	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_001951255.1_ASM195125v1_genomic.gbff	GCF_001951255.1	197	Campylobacter jejuni	strain=HF5-5-1	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001951275.1_ASM195127v1_genomic.gbff	GCF_001951275.1	197	Campylobacter jejuni	strain=HF5-7-1	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001951295.1_ASM195129v1_genomic.gbff	GCF_001951295.1	197	Campylobacter jejuni	strain=NS4-1-1	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001951315.1_ASM195131v1_genomic.gbff	GCF_001951315.1	197	Campylobacter jejuni	strain=NS4-5-1	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001951335.1_ASM195133v1_genomic.gbff	GCF_001951335.1	197	Campylobacter jejuni	strain=NS4-9-1	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_001952735.1_ASM195273v1_genomic.gbff	GCF_001952735.1	1639	Listeria monocytogenes	strain=HPB2088	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_002024345.1_ASM202434v1_genomic.gbff	GCF_002024345.1	1705	Corynebacterium stationis	strain=LMG 21670	Corynebacterium stationis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria
GCF_002101375.1_ASM210137v1_genomic.gbff	GCF_002101375.1	1571	Sporosarcina ureae	strain=P8	Sporosarcina ureae	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_002209025.1_ASM220902v1_genomic.gbff	GCF_002209025.1	197	Campylobacter jejuni	strain=FDAARGOS_263	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_002209045.1_ASM220904v1_genomic.gbff	GCF_002209045.1	197	Campylobacter jejuni	strain=FDAARGOS_265	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_002209065.1_ASM220906v1_genomic.gbff	GCF_002209065.1	197	Campylobacter jejuni	strain=FDAARGOS_266	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_002209085.2_ASM220908v2_genomic.gbff	GCF_002209085.2	292	Burkholderia cepacia	strain=FDAARGOS_345	Burkholderia cepacia	Burkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_002214805.1_ASM221480v1_genomic.gbff	GCF_002214805.1	1287055	Brachyspira hampsonii	strain=NSH-16	Brachyspira hampsonii	Brachyspira	Brachyspiraceae	Brachyspirales	Spirochaetia	Spirochaetes	Bacteria
GCF_002224345.1_ASM222434v1_genomic.gbff	GCF_002224345.1	1396	Bacillus cereus C1L	strain=C1L	Bacillus cereus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_002224405.1_ASM222440v1_genomic.gbff	GCF_002224405.1	28901	Salmonella enterica subsp. enterica serovar Indiana	strain=D90	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002234475.1_ASM223447v1_genomic.gbff	GCF_002234475.1	28901	Salmonella enterica subsp. salamae serovar 57:z29:z42	strain=ST114	Salmonella enterica	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002407145.1_ASM240714v1_genomic.gbff	GCF_002407145.1	195	Campylobacter coli	strain=CFSAN032805	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_002587165.1_ASM258716v1_genomic.gbff	GCF_002587165.1	573	Klebsiella pneumoniae	strain=FDAARGOS_444	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_002587885.1_ASM258788v1_genomic.gbff	GCF_002587885.1	573	Klebsiella pneumoniae	strain=FDAARGOS_446	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_003030205.1_ASM303020v1_genomic.gbff	GCF_003030205.1	195	Campylobacter coli	strain=CFSAN054106	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003060745.1_ASM306074v1_genomic.gbff	GCF_003060745.1	197	Campylobacter jejuni	strain=NCTC 12660	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003060765.1_ASM306076v1_genomic.gbff	GCF_003060765.1	197	Campylobacter jejuni	strain=NCTC 12661	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003060785.1_ASM306078v1_genomic.gbff	GCF_003060785.1	197	Campylobacter jejuni	strain=NCTC 12664	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003060825.1_ASM306082v1_genomic.gbff	GCF_003060825.1	1532905	Paenibacillus sp. CAA11	strain=CAA11	Paenibacillus sp. CAA11	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_003368065.1_ASM336806v1_genomic.gbff	GCF_003368065.1	197	Campylobacter jejuni	strain=CJ515CC45	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368085.1_ASM336808v1_genomic.gbff	GCF_003368085.1	197	Campylobacter jejuni	strain=CJ031CC45	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368105.1_ASM336810v1_genomic.gbff	GCF_003368105.1	197	Campylobacter jejuni	strain=CJ017CCUA	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368125.1_ASM336812v1_genomic.gbff	GCF_003368125.1	197	Campylobacter jejuni	strain=CJ513CC45	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368145.1_ASM336814v1_genomic.gbff	GCF_003368145.1	197	Campylobacter jejuni	strain=CJ088CC52	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368165.1_ASM336816v1_genomic.gbff	GCF_003368165.1	197	Campylobacter jejuni	strain=CJ074CC443	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368185.1_ASM336818v1_genomic.gbff	GCF_003368185.1	197	Campylobacter jejuni	strain=CJ071CC464	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368205.1_ASM336820v1_genomic.gbff	GCF_003368205.1	197	Campylobacter jejuni	strain=CJ090CC1332	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368225.1_ASM336822v1_genomic.gbff	GCF_003368225.1	197	Campylobacter jejuni	strain=CJ018CCUA	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368245.1_ASM336824v1_genomic.gbff	GCF_003368245.1	197	Campylobacter jejuni	strain=CJ066CC508	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_003368325.1_ASM336832v1_genomic.gbff	GCF_003368325.1	1761016	Paraburkholderia caffeinilytica	strain=CF1	Paraburkholderia caffeinilytica	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_004328925.1_ASM432892v1_genomic.gbff	GCF_004328925.1	1423	Bacillus subtilis subsp. subtilis	strain=G7	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
GCF_004924315.1_ASM492431v1_genomic.gbff	GCF_004924315.1	573	Klebsiella pneumoniae	strain=ST23	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_007107165.1_ASM710716v1_genomic.gbff	GCF_007107165.1	485	Neisseria gonorrhoeae	strain=NJ1711654	Neisseria gonorrhoeae	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008432465.1_ASM843246v1_genomic.gbff	GCF_008432465.1	85698	Achromobacter xylosoxidans	strain=AX1	Achromobacter xylosoxidans	Achromobacter	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
GCF_008727415.1_ASM872741v1_genomic.gbff	GCF_008727415.1	197	Campylobacter jejuni	strain=AR-0415	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_008727435.1_ASM872743v1_genomic.gbff	GCF_008727435.1	197	Campylobacter jejuni	strain=AR-0414	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_008727455.1_ASM872745v1_genomic.gbff	GCF_008727455.1	197	Campylobacter jejuni	strain=AR-0413	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_008727495.1_ASM872749v1_genomic.gbff	GCF_008727495.1	195	Campylobacter coli	strain=AR-0411	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_009649055.1_ASM964905v1_genomic.gbff	GCF_009649055.1	195	Campylobacter coli	strain=CFSAN032805	Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_012220945.1_ASM1222094v1_genomic.gbff	GCF_012220945.1	197	Campylobacter jejuni	strain=ZS006	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_012221365.1_ASM1222136v1_genomic.gbff	GCF_012221365.1	562	Escherichia coli	strain=8-3-DC15	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
GCF_012224765.1_ASM1222476v1_genomic.gbff	GCF_012224765.1	197	Campylobacter jejuni	strain=ZS004	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
GCF_012224905.1_ASM1222490v1_genomic.gbff	GCF_012224905.1	197	Campylobacter jejuni	strain=ZH006	Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
