phage_taxid,phage_name,phage_accession,phage_gi,phage_date,host_taxid,host_name,host_superkingdom,host_phylum,host_class,host_order,host_family,host_genus,host_species
926067,Aeromonas phage PX29,NC_023688,593773806,2010,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
2608321,Aeromonas phage vB_AhyS-A18P4,NC_052984,1985465770,2019,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
1127514,Aeromonas phage vB_AsaM-56,NC_019527,422937484,2011,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
2420320,Aeromonas phage ZPAH7,NC_048133,1842031157,2018,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
233894,Aeromonas virus 25,NC_008208,109289986,2006,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
321023,Aeromonas virus 31,NC_007022,66391804,2005,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
115987,Aeromonas virus 44RR2,NC_005135,37651481,2000,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
260149,Aeromonas virus 65,NC_015251,326536409,2003,645,Aeromonas salmonicida,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
227470,Aeromonas virus Aeh1,NC_005260,38639923,2000,644,Aeromonas hydrophila,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila
393598,Aeromonas virus phiO18P,NC_009542,158518661,2006,651,Aeromonas media,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas media
1157339,Aeropyrum coil-shaped virus,NC_043427,1694998362,2012,56636,Aeropyrum pernix,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
1932713,Aeropyrum globular virus 1,NC_036595,1327850194,2017,56636,Aeropyrum pernix,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
700542,Aeropyrum pernix bacilliform virus 1,NC_043030,1694995591,2009,272557,Aeropyrum pernix K1,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
1032474,Aeropyrum pernix ovoid virus 1,NC_028256,948298112,2011,56636,Aeropyrum pernix,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
1032474,Aeropyrum pernix ovoid virus 1,NC_028256,948298112,2011,272557,Aeropyrum pernix K1,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
1032473,Aeropyrum pernix spindle-shaped virus 1,NC_028268,948298203,2011,56636,Aeropyrum pernix,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
1032473,Aeropyrum pernix spindle-shaped virus 1,NC_028268,948298203,2011,272557,Aeropyrum pernix K1,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,Aeropyrum pernix
683735,Aggregatibacter phage S1249,NC_013597,273809542,2009,668336,Aggregatibacter actinomycetemcomitans D11S-1,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans
1161931,Agrobacterium phage 7-7-1,NC_019519,435844340,2011,1183401,Agrobacterium sp. H13-3,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium fabacearum
2024261,Agrobacterium phage Atu_ph02,NC_047845,1842004487,2017,358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens
2024262,Agrobacterium phage Atu_ph03,NC_047846,1842004554,2017,358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens
2024264,Agrobacterium phage Atu_ph07,NC_042013,1631933904,2017,358,Agrobacterium tumefaciens,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens
279383,Alphaproteobacteria virus phiJl001,NC_006938,62327168,2004,278678,alpha proteobacterium JL001,Bacteria,Proteobacteria,Alphaproteobacteria,,,,alpha proteobacterium JL001
2729541,Alteromonas phage vB_AcoS-R7M,NC_048878,1859671414,2020,1656094,Alteromonas confluentis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas confluentis
1300004,Alteromonas phage vB_AmaP_AD45-P1,NC_021532,514051544,2013,1004787,Alteromonas macleodii str. 'Balearic Sea AD45',Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
1300005,Alteromonas phage vB_AmaP_AD45-P2,KF005320,508129106,2013,1004787,Alteromonas macleodii str. 'Balearic Sea AD45',Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
1300006,Alteromonas phage vB_AmaP_AD45-P3,KF005318,508128871,2013,1004787,Alteromonas macleodii str. 'Balearic Sea AD45',Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
1300007,Alteromonas phage vB_AmaP_AD45-P4,KF005319,508128989,2013,1004787,Alteromonas macleodii str. 'Balearic Sea AD45',Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas macleodii
2704031,Alteromonas phage vB_AmeM_PT11-V22,NC_048847,1859667518,2019,232,Alteromonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp.
2016032,Alteromonas virus vB_AspP-H4/4,NC_047834,1842003414,2017,232,Alteromonas sp.,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas sp.
1357732,Anabaena phage A-4L,NC_024358,658310528,2013,264691,Trichormus variabilis,Bacteria,Cyanobacteria,,Nostocales,Nostocaceae,Trichormus,Trichormus variabilis
2099336,Anoxybacillus phage A403,NC_048701,1859649225,2018,247480,Anoxybacillus caldiproteolyticus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anoxybacillus,Anoxybacillus caldiproteolyticus
1927013,Aquamicrobium phage P14,NC_041912,1631921105,2016,658602,Aquamicrobium sp. H14,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aquamicrobium,Aquamicrobium sp. H14
416419,Archaeal BJ1 virus,NC_008695,119756985,2006,2248,Halorubrum saccharovorum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum saccharovorum
2713256,Arthrobacter phage Abba,NC_049498,1864382802,2020,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2015853,Arthrobacter phage Abidatro,NC_042002,1631932448,2017,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2027883,Arthrobacter phage Adat,NC_042020,1631935475,2017,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772291,Arthrobacter phage Amigo,NC_041949,1631925353,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419946,Arthrobacter phage Andrew,NC_048098,1842028689,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2484217,Arthrobacter phage Anjali,NC_048739,1859653874,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1796994,Arthrobacter phage BarretLemon,NC_031252,1070638936,2016,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2015815,Arthrobacter phage Beans,NC_041999,1631932166,2017,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772293,Arthrobacter phage Bennie,NC_041938,1631924584,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1701798,Arthrobacter phage Brent,NC_041930,1631923627,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419949,Arthrobacter phage Bridgette,NC_048091,1842028198,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1772294,Arthrobacter phage CaptnMurica,NC_041951,1631925541,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772295,Arthrobacter phage Circum,NC_041948,1631925251,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2015834,Arthrobacter phage Colucci,NC_042000,1631932240,2017,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419950,Arthrobacter phage Constance,NC_048092,1842028270,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2419951,Arthrobacter phage Coral,NC_048099,1842028762,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1698361,Arthrobacter phage Decurro,NC_028692,966201215,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419955,Arthrobacter phage DrManhattan,NC_048093,1842028341,2018,37927,Sinomonas atrocyanea,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea
1772296,Arthrobacter phage DrRobert,NC_041939,1631924647,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2686080,Arthrobacter phage DrYang,NC_049489,1864380890,2019,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419956,Arthrobacter phage Eileen,NC_048094,1842028414,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1772326,Arthrobacter phage Galaxy,NC_041876,1631916427,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772297,Arthrobacter phage Glenn,NC_041940,1631924707,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772298,Arthrobacter phage Gordon,NC_041952,1631925630,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772300,Arthrobacter phage HunterDalle,NC_041941,1631924772,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772302,Arthrobacter phage Jasmine,NC_041875,1631916369,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772327,Arthrobacter phage Jawnski,NC_041931,1631923702,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772303,Arthrobacter phage Joann,NC_041942,1631924833,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419958,Arthrobacter phage Judy,NC_048095,1842028478,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2315608,Arthrobacter phage KBurrousTX,NC_049442,1864376399,2018,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1796995,Arthrobacter phage KellEzio,NC_031231,1070620832,2016,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419959,Arthrobacter phage Kepler,NC_048100,1842028835,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1796996,Arthrobacter phage Kitkat,NC_031254,1070619517,2016,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772304,Arthrobacter phage Korra,NC_041943,1631924897,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2653270,Arthrobacter phage Kuleana,NC_049473,1864379567,2019,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1772305,Arthrobacter phage Laroye,NC_041947,1631925150,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2488780,Arthrobacter phage Liebe,NC_048115,1842030053,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2599828,Arthrobacter phage Lymara,NC_049471,1864379242,2019,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2499009,Arthrobacter phage Maja,NC_048140,1842031606,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1772307,Arthrobacter phage Martha,NC_041932,1631923776,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2484218,Arthrobacter phage Mendel,NC_048740,1859653902,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2015839,Arthrobacter phage Molivia,NC_042001,1631932355,2017,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1796997,Arthrobacter phage Mudcat,NC_031224,1344462657,2016,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2656526,Arthrobacter phage Mufasa8,NC_049478,1864379844,2019,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419965,Arthrobacter phage Peas,NC_048096,1842028551,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2024282,Arthrobacter phage Piccoletto,NC_042014,1631934619,2017,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772310,Arthrobacter phage Preamble,NC_041944,1631924957,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772328,Arthrobacter phage PrincessTrina,NC_042053,1631938865,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772311,Arthrobacter phage Pumancara,NC_041945,1631925022,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2024283,Arthrobacter phage Shade,NC_042015,1631934694,2017,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2510495,Arthrobacter phage Sonali,NC_048152,1842032731,2019,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1772315,Arthrobacter phage Sonny,NC_041933,1631923854,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1772319,Arthrobacter phage Tank,NC_041961,1631926204,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2599838,Arthrobacter phage TripleJ,NC_049470,1864379159,2019,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1414742,Arthrobacter phage vB_ArS-ArV2,NC_022972,608309541,2013,1667,Arthrobacter sp.,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp.
1566993,Arthrobacter phage vB_ArtM-ArV1,NC_026606,764161602,2014,1667,Arthrobacter sp.,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp.
2593333,Arthrobacter phage Vibaki,NC_049465,1864378728,2019,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
1772322,Arthrobacter phage Wayne,NC_041946,1631925085,2015,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
2419970,Arthrobacter phage Yang,NC_048097,1842028620,2018,1665,Arthrobacter globiformis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter globiformis
2603257,Arthrobacter phage Zartrosa,NC_049468,1864378975,2019,1771959,Arthrobacter sp. ATCC 21022,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ATCC 21022
1503929,Aurantimonas phage AmM-1,NC_027334,849119851,2014,1503040,Aurantimonas sp. C5-1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aurantimonas,Aurantimonas sp. C5-1
467481,Azospirillum phage Cd,NC_010355,168495103,2002,192,Azospirillum brasilense,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,Azospirillum brasilense
458639,Bacillus phage 0305phi8-36,NC_009760,156563990,2004,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
2785079,Bacillus phage 1,DQ840344,190410749,2006,391289,Bacillus sp. 6k512,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. 6k512
1815509,Bacillus phage AR9,NC_031039,1070064791,2016,224308,Bacillus subtilis subsp. subtilis str. 168,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis
1874000,Bacillus phage Aurora,NC_031121,1070106504,2016,1428,Bacillus thuringiensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1874000,Bacillus phage Aurora,NC_031121,1070106504,2016,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
1698451,Bacillus phage AvesoBmore,NC_028887,971752307,2015,29339,Bacillus thuringiensis serovar kurstaki,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
