organism_name,infraspecific_name,species,genus,family,order,class,phylum,superkingdom
Boudabousia tangfeifanii,strain=VUL4_3,Boudabousia tangfeifanii,Boudabousia,Actinomycetaceae,Actinomycetales,Actinomycetia,Actinobacteria,Bacteria
Brachybacterium saurashtrense,strain=DSM 23186,Brachybacterium saurashtrense,Brachybacterium,Dermabacteraceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Brachyspira hyodysenteriae,strain=BHZ526,Brachyspira hyodysenteriae,Brachyspira,Brachyspiraceae,Brachyspirales,Spirochaetia,Spirochaetes,Bacteria
Bradymonas sediminis,strain=FA350,Bradymonas sediminis,Bradymonas,Bradymonadaceae,Bradymonadales,Deltaproteobacteria,Proteobacteria,Bacteria
Bradyrhizobium sp. ORS 285,strain=ORS 285,Bradyrhizobium sp. ORS 285,Bradyrhizobium,Bradyrhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Brenneria rubrifaciens,strain=6D370,Brenneria rubrifaciens,Brenneria,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Brevefilum fermentans,,Brevefilum fermentans,Brevefilum,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,Bacteria
Brevibacillus brevis,strain=NCTC2611,Brevibacillus brevis,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Brevibacterium luteolum,strain=NEB1784,Brevibacterium luteolum,Brevibacterium,Brevibacteriaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Brevundimonas diminuta,strain=ATCC(B) 19146,Brevundimonas diminuta,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Brochothrix thermosphacta,strain=BI,Brochothrix thermosphacta,Brochothrix,Listeriaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Brucella abortus,strain=BER,Brucella abortus,Brucella,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Buchnera aphidicola (Cinara confinis),strain=BCiconfinis,Buchnera aphidicola,Buchnera,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Burkholderia gladioli,strain=BBB-01,Burkholderia gladioli,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Buttiauxella agrestis,strain=DSM 9389,Buttiauxella agrestis,Buttiauxella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Butyricimonas virosa,strain=FDAARGOS_1229,Butyricimonas virosa,Butyricimonas,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria
Butyrivibrio hungatei,strain=MB2003,Butyrivibrio hungatei,Butyrivibrio,Lachnospiraceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Caballeronia insecticola,strain=RPE64,Caballeronia insecticola,Caballeronia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Novosphingobium tardaugens NBRC 16725,strain=NBRC 16725,Caenibius tardaugens,Caenibius,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Caldanaerobacter subterraneus subsp. tengcongensis MB4,strain=MB4,Caldanaerobacter subterraneus,Caldanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
Caldibacillus thermoamylovorans,strain=SSBM,Caldibacillus thermoamylovorans,Caldibacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,Bacteria
Caldicellulosiruptor changbaiensis,strain=CBS-Z,Caldicellulosiruptor changbaiensis,Caldicellulosiruptor,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
Caldilinea aerophila DSM 14535 = NBRC 104270,strain=DSM 14535,Caldilinea aerophila,Caldilinea,Caldilineaceae,Caldilineales,Caldilineae,Chloroflexi,Bacteria
Caldimicrobium thiodismutans,strain=TF1,Caldimicrobium thiodismutans,Caldimicrobium,Thermodesulfobacteriaceae,Thermodesulfobacteriales,Thermodesulfobacteria,Thermodesulfobacteria,Bacteria
Caldisericum exile AZM16c01,strain=AZM16c01,Caldisericum exile,Caldisericum,Caldisericaceae,Caldisericales,Caldisericia,Caldiserica,Bacteria
Caldisphaera lagunensis DSM 15908,strain=DSM 15908,Caldisphaera lagunensis,Caldisphaera,Caldisphaeraceae,Acidilobales,Thermoprotei,Crenarchaeota,Archaea
Calditerrivibrio nitroreducens DSM 19672,strain=DSM 19672,Calditerrivibrio nitroreducens,Calditerrivibrio,Deferribacteraceae,Deferribacterales,Deferribacteres,Deferribacteres,Bacteria
Caldithrix abyssi DSM 13497,strain=LF13,Caldithrix abyssi,Caldithrix,Calditrichaceae,Calditrichales,Calditrichae,Calditrichaeota,Bacteria
Caldivirga maquilingensis IC-167,strain=IC-167,Caldivirga maquilingensis,Caldivirga,Thermoproteaceae,Thermoproteales,Thermoprotei,Crenarchaeota,Archaea
Caloranaerobacter azorensis,strain=T3-1,Caloranaerobacter azorensis,Caloranaerobacter,Clostridiaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Calothrix sp. NIES-2098,strain=NIES-2098,Calothrix sp. NIES-2098,Calothrix,Calotrichaceae,Nostocales,,Cyanobacteria,Bacteria
Caminibacter mediatlanticus TB-2,strain=TB-2,Caminibacter mediatlanticus,Caminibacter,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria
Campylobacter jejuni subsp. jejuni,strain=14980A,Campylobacter jejuni,Campylobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria,Proteobacteria,Bacteria
Candidatus Accumulibacter phosphatis clade IIA str. UW-1,strain=UW-1,Candidatus Accumulibacter phosphatis,Candidatus Accumulibacter,,,Betaproteobacteria,Proteobacteria,Bacteria
Candidatus Amoebophilus asiaticus 5a2,strain=5a2,Candidatus Amoebophilus asiaticus,Candidatus Amoebophilus,Amoebophilaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
Candidatus Arthromitus sp. SFB-mouse-NL,,Candidatus Arthromitus sp. SFB-mouse-NL,Candidatus Arthromitus,Clostridiaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Candidatus Atelocyanobacterium thalassa isolate ALOHA,strain=ALOHA,Candidatus Atelocyanobacterium thalassa,Candidatus Atelocyanobacterium,Aphanothecaceae,Chroococcales,,Cyanobacteria,Bacteria
Candidatus Babela massiliensis,strain=673862,Candidatus Babela massiliensis,Candidatus Babela,Candidatus Babeliaceae,Candidatus Babeliales,Candidatus Babeliae,,Bacteria
Candidatus Bipolaricaulis anaerobius,,Candidatus Bipolaricaulis anaerobius,Candidatus Bipolaricaulis,,,,Candidatus Bipolaricaulota,Bacteria
Candidatus Blochmannia pennsylvanicus str. BPEN,strain=BPEN,Candidatus Blochmannia pennsylvanicus,Candidatus Blochmannia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Cardinium hertigii,strain=cHgTN10,Candidatus Cardinium hertigii,Candidatus Cardinium,Amoebophilaceae,Cytophagales,Cytophagia,Bacteroidetes,Bacteria
Candidatus Carsonella ruddii,strain=BC,Candidatus Carsonella ruddii,Candidatus Carsonella,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Cloacimonas acidaminovorans str. Evry,strain=Evry,Candidatus Cloacimonas acidaminovorans,Candidatus Cloacimonas,,,,Candidatus Cloacimonetes,Bacteria
Candidatus Cyclonatronum proteinivorum,strain=Omega,Candidatus Cyclonatronum proteinivorum,Candidatus Cyclonatronum,,,,Balneolaeota,Bacteria
Candidatus Desulforudis audaxviator MP104C,strain=MP104C,Candidatus Desulforudis audaxviator,Candidatus Desulforudis,Peptococcaceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Candidatus Doolittlea endobia,,Candidatus Doolittlea endobia,Candidatus Doolittlea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Endolissoclinum faulkneri L2,strain=L2,Candidatus Endolissoclinum faulkneri,Candidatus Endolissoclinum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Fokinia solitaria,,Candidatus Fokinia solitaria,Candidatus Fokinia,Candidatus Midichloriaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Fonsibacter ubiquis,strain=LSUCC0530,Candidatus Fonsibacter ubiquis,Candidatus Fonsibacter,,Pelagibacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Fukatsuia symbiotica,strain=5D,Candidatus Fukatsuia symbiotica,Candidatus Fukatsuia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Gullanella endobia,,Candidatus Gullanella endobia,Candidatus Gullanella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Halobonum sp. NJ-3-1,strain=NJ-3-1,Halobonum sp. NJ-3-1,Candidatus Halobonum,Halorubraceae,Haloferacales,Halobacteria,Euryarchaeota,Archaea
Candidatus Hamiltonella defensa (Bemisia tabaci),strain=MEAM1,Candidatus Hamiltonella defensa,Candidatus Hamiltonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Hepatoplasma crinochetorum Av,strain=Av,Candidatus Hepatoplasma crinochetorum,Candidatus Hepatoplasma,Mycoplasmataceae,Mycoplasmatales,Mollicutes,Tenericutes,Bacteria
Candidatus Hoaglandella endobia,,Candidatus Hoaglandella endobia,Candidatus Hoaglandella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Ishikawaella capsulata Mpkobe,strain=Mpkobe,Candidatus Ishikawaella capsulata,Candidatus Ishikawaella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Izimaplasma sp. HR1,strain=HR1,Candidatus Izimaplasma sp. HR1,Candidatus Izimaplasma,,,,Tenericutes,Bacteria
Candidatus Kinetoplastibacterium desouzaii TCC079E,strain=TCC079E,Candidatus Kinetoplastibacterium desouzaii,Candidatus Kinetoplastibacterium,,,Betaproteobacteria,Proteobacteria,Bacteria
Candidatus Korarchaeum cryptofilum OPF8,,Candidatus Korarchaeum cryptofilum,Candidatus Korarchaeum,,,,Candidatus Korarchaeota,Archaea
Candidatus Koribacter versatilis Ellin345,strain=Ellin345,Candidatus Koribacter versatilis,Candidatus Koribacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia,Acidobacteria,Bacteria
Candidatus Kuenenia stuttgartiensis,strain=CSTR1,Candidatus Kuenenia stuttgartiensis,Candidatus Kuenenia,Candidatus Brocadiaceae,Candidatus Brocadiales,Candidatus Brocadiae,Planctomycetes,Bacteria
Candidatus Mancarchaeum acidiphilum,strain=Mia14,Candidatus Mancarchaeum acidiphilum,Candidatus Mancarchaeum,,,,Candidatus Micrarchaeota,Archaea
Candidatus Methanomethylophilus alvus,,Candidatus Methanomethylophilus alvus,Candidatus Methanomethylophilus,Candidatus Methanomethylophilaceae,Methanomassiliicoccales,Thermoplasmata,Candidatus Thermoplasmatota,Archaea
Candidatus Methanoplasma termitum,strain=MpT1,Candidatus Methanoplasma termitum,Candidatus Methanoplasma,Methanomassiliicoccaceae,Methanomassiliicoccales,Thermoplasmata,Candidatus Thermoplasmatota,Archaea
Candidatus Methylopumilus turicensis,strain=MMS-10A-171,Candidatus Methylopumilus turicensis,Candidatus Methylopumilus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,Bacteria
Candidatus Methylospira mobilis,strain=Shm1,Candidatus Methylospira mobilis,Candidatus Methylospira,Methylococcaceae,Methylococcales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Micrarchaeum sp.,strain=A_DKE,Candidatus Micrarchaeum sp.,Candidatus Micrarchaeum,,,,Candidatus Micrarchaeota,Archaea
Candidatus Midichloria mitochondrii IricVA,strain=IricVA,Candidatus Midichloria mitochondrii,Candidatus Midichloria,Candidatus Midichloriaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Mikella endobia,,Candidatus Mikella endobia,Candidatus Mikella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Moranella endobia PCIT,strain=PCIT,Candidatus Moranella endobia,Candidatus Moranella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Nanopelagicus limnes,,Candidatus Nanopelagicus limnes,Candidatus Nanopelagicus,Candidatus Nanopelagicaceae,Candidatus Nanopelagicales,Actinomycetia,Actinobacteria,Bacteria
Candidatus Nanopusillus acidilobi,strain=7A,Candidatus Nanopusillus acidilobi,Candidatus Nanopusillus,Nanopusillaceae,Nanoarchaeales,,Nanoarchaeota,Archaea
endosymbiont of Sipalinus gigas,,endosymbiont of Sipalinus gigas,Candidatus Nardonella,,,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Nitrosacidococcus tergens,,Candidatus Nitrosacidococcus tergens,Candidatus Nitrosacidococcus,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Nitrosocaldus islandicus,,Candidatus Nitrosocaldus islandicus,Candidatus Nitrosocaldus,Candidatus Nitrosocaldaceae,Candidatus Nitrosocaldales,Nitrososphaeria,Thaumarchaeota,Archaea
Candidatus Nitrosocosmicus oleophilus,strain=MY3,Candidatus Nitrosocosmicus oleophilus,Candidatus Nitrosocosmicus,Nitrososphaeraceae,Nitrososphaerales,Nitrososphaeria,Thaumarchaeota,Archaea
Candidatus Nitrosoglobus terrae,strain=TAO100,Candidatus Nitrosoglobus terrae,Candidatus Nitrosoglobus,Chromatiaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Nitrosomarinus catalina,strain=SPOT01,Candidatus Nitrosomarinus catalina,Candidatus Nitrosomarinus,Nitrosopumilaceae,Nitrosopumilales,,Thaumarchaeota,Archaea
Candidatus Nitrosopelagicus brevis,strain=CN25,Candidatus Nitrosopelagicus brevis,Candidatus Nitrosopelagicus,,,,Thaumarchaeota,Archaea
Candidatus Nitrosotenuis aquarius,strain=AQ6F,Candidatus Nitrosotenuis aquarius,Candidatus Nitrosotenuis,,,,Thaumarchaeota,Archaea
Candidatus Nucleicultrix amoebiphila FS5,strain=FS5,Candidatus Nucleicultrix amoebiphila,Candidatus Nucleicultrix,Caedimonadaceae,Holosporales,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Paracaedibacter acanthamoebae,,Candidatus Paracaedibacter acanthamoebae,Candidatus Paracaedibacter,Candidatus Paracaedibacteraceae,Holosporales,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Pelagibacter ubique HTCC1062,strain=HTCC1062,Candidatus Pelagibacter ubique,Candidatus Pelagibacter,Pelagibacteraceae,Pelagibacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Phytoplasma ziziphi,,Candidatus Phytoplasma ziziphi,Candidatus Phytoplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes,Tenericutes,Bacteria
Candidatus Planktophila dulcis,,Candidatus Planktophila dulcis,Candidatus Planktophila,Candidatus Nanopelagicaceae,Candidatus Nanopelagicales,Actinomycetia,Actinobacteria,Bacteria
Candidatus Portiera aleyrodidarum,ecotype=Ficus benjamina population,Candidatus Portiera aleyrodidarum,Candidatus Portiera,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Profftella armatura,strain=YCPA,Candidatus Profftella armatura,Candidatus Profftella,,,Betaproteobacteria,Proteobacteria,Bacteria
Candidatus Prometheoarchaeum syntrophicum,strain=MK-D1,Candidatus Prometheoarchaeum syntrophicum,Candidatus Prometheoarchaeum,,,,Candidatus Lokiarchaeota,Archaea
Candidatus Promineofilum breve,strain=Cfx-K,Candidatus Promineofilum breve,Candidatus Promineofilum,Ardenticatenaceae,Ardenticatenales,Ardenticatenia,Chloroflexi,Bacteria
Candidatus Protochlamydia amoebophila UWE25,strain=UWE25,Candidatus Protochlamydia amoebophila,Candidatus Protochlamydia,Parachlamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiae,Bacteria
Candidatus Puniceispirillum marinum IMCC1322,strain=IMCC1322,Candidatus Puniceispirillum marinum,Candidatus Puniceispirillum,,,Alphaproteobacteria,Proteobacteria,Bacteria
Candidatus Purcelliella pentastirinorum,strain=OLIH,Candidatus Purcelliella pentastirinorum,Candidatus Purcelliella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Riesia pediculicola,strain=BR-HL,Candidatus Riesia pediculicola,Candidatus Riesia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),strain=Cm,Candidatus Ruthia magnifica,Candidatus Ruthia,,,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Saccharimonas aalborgensis,,Candidatus Saccharimonas aalborgensis,Candidatus Saccharimonas,,,,Candidatus Saccharibacteria,Bacteria
Candidatus Solibacter usitatus Ellin6076,strain=Ellin6076,Candidatus Solibacter usitatus,Candidatus Solibacter,Solibacteraceae,Bryobacterales,Acidobacteriia,Acidobacteria,Bacteria
Candidatus Sulcia muelleri,,Candidatus Sulcia muelleri,Candidatus Sulcia,,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Candidatus Symbiobacter mobilis CR,strain=CR,Candidatus Symbiobacter mobilis,Candidatus Symbiobacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Candidatus Tachikawaea gelatinosa,strain=UwTKB,Candidatus Tachikawaea gelatinosa,Candidatus Tachikawaea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Thioglobus autotrophicus,strain=EF1,Candidatus Thioglobus autotrophicus,Candidatus Thioglobus,,,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Vampirococcus archaeovorus,strain=LiM,Candidatus Vampirococcus archaeovorus,Candidatus Vampirococcus,,,,Candidatus Omnitrophica,Bacteria
Candidatus Vesicomyosocius okutanii,strain=HA,Candidatus Vesicomyosocius okutanii,Candidatus Vesicomyosocius,,,Gammaproteobacteria,Proteobacteria,Bacteria
Candidatus Walczuchella monophlebidarum,,Candidatus Walczuchella monophlebidarum,Candidatus Walczuchella,,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Candidatus Xiphinematobacter sp. Idaho Grape,strain=Idaho Grape,Candidatus Xiphinematobacter sp. Idaho Grape,Candidatus Xiphinematobacter,,,Spartobacteria,Verrucomicrobia,Bacteria
Capnocytophaga sputigena,strain=KC1668,Capnocytophaga sputigena,Capnocytophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Carboxydocella thermautotrophica,strain=019,Carboxydocella thermautotrophica,Carboxydocella,Clostridiales Family XVI. Incertae Sedis,Eubacteriales,Clostridia,Firmicutes,Bacteria
Carboxydothermus hydrogenoformans Z-2901,strain=Z-2901,Carboxydothermus hydrogenoformans,Carboxydothermus,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia,Firmicutes,Bacteria
Cardiobacterium hominis,strain=NCTC10426,Cardiobacterium hominis,Cardiobacterium,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Proteobacteria,Bacteria
Carnobacterium maltaromaticum,strain=TMW 2.1581,Carnobacterium maltaromaticum,Carnobacterium,Carnobacteriaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria
Castellaniella defragrans 65Phen,strain=65Phen,Castellaniella defragrans,Castellaniella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,Bacteria
Catenovulum sediminis,strain=WS1-A,Catenovulum sediminis,Catenovulum,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Proteobacteria,Bacteria
Catenulispora acidiphila DSM 44928,strain=DSM 44928,Catenulispora acidiphila,Catenulispora,Catenulisporaceae,Catenulisporales,Actinomycetia,Actinobacteria,Bacteria
Caulobacter rhizosphaerae,strain=KCTC 52515,Caulobacter rhizosphaerae,Caulobacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Cedecea neteri,strain=FDAARGOS_392,Cedecea neteri,Cedecea,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Celeribacter manganoxidans,strain=DY25,Celeribacter manganoxidans,Celeribacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Cellulomonas sp. PSBB021,strain=PSBB021,Cellulomonas sp. PSBB021,Cellulomonas,Cellulomonadaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Cellulophaga lytica,strain=DAU203,Cellulophaga lytica,Cellulophaga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Cellulosilyticum lentocellum DSM 5427,strain=DSM 5427,Cellulosilyticum lentocellum,Cellulosilyticum,Lachnospiraceae,Eubacteriales,Clostridia,Firmicutes,Bacteria
Cellulosimicrobium cellulans,strain=NEB113,Cellulosimicrobium cellulans,Cellulosimicrobium,Promicromonosporaceae,Micrococcales,Actinomycetia,Actinobacteria,Bacteria
Cellvibrio sp. KY-YJ-3,strain=KY-YJ-3,Cellvibrio sp. KY-YJ-3,Cellvibrio,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Proteobacteria,Bacteria
Cereibacter sphaeroides,strain=EBL0706,Cereibacter sphaeroides,Cereibacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria
Cetia pacifica,strain=TB6,Cetia pacifica,Cetia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Proteobacteria,Bacteria
Changchengzhania lutea,strain=SM1355,Changchengzhania lutea,Changchengzhania,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidetes,Bacteria
Chania multitudinisentens RB-25,strain=RB-25,Chania multitudinisentens,Chania,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria
Chelativorans sp. BNC1,strain=BNC1,Chelativorans sp. BNC1,Chelativorans,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Chelatococcus daeguensis,strain=TAD1,Chelatococcus daeguensis,Chelatococcus,Chelatococcaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,Bacteria
Chitinibacter fontanus,strain=STM-7,Chitinibacter fontanus,Chitinibacter,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Proteobacteria,Bacteria
